,drugname,chembl,canonical
3647,CARBONYL CYANIDE M-CHLOROPHENYL HYDRAZONE,CHEMBL224214,C1=CC(=CC(=C1)Cl)NN=C(C#N)C#N
3648,CARBONYL CYANIDE P-TRIFLUOROMETHOXYPHENYLHYDRAZONE,CHEMBL457504,C1=CC(=CC=C1NN=C(C#N)C#N)OC(F)(F)F
3686,CARBOPROSTACYCLIN,CHEMBL148319,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O
3688,CARBOPROSTACYCLIN,CHEMBL435828,CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O
3692,CARDAMONIN,CHEMBL378104,COC1=CC(=CC(=C1C(=O)C=CC2=CC=CC=C2)O)O
3700,CARIPORIDE,CHEMBL436559,CC(C)C1=C(C=C(C=C1)C(=O)N=C(N)N)S(=O)(=O)C
3718,CARNOSINE,CHEMBL18545,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN
3719,CARNOSINE,CHEMBL242948,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN
3724,CARNOSOL,CHEMBL218693,CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)O)O
3725,CARNOSOL,CHEMBL1514916,CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)O)O
3730,CARVACROL,CHEMBL281202,CC1=C(C=C(C=C1)C(C)C)O
3738,CARVONE,CHEMBL15676,CC1=CCC(CC1=O)C(=C)C
3739,CARVONE,CHEMBL501949,CC1=CCC(CC1=O)C(=C)C
3740,CARYOPHYLLENE,CHEMBL445740,CC1=CCCC(=C)C2CC(C2CC1)(C)C
3741,CARYOPHYLLENE,CHEMBL448700,CC1=CCCC(=C)C2CC(C2CC1)(C)C
3745,CASTICIN,CHEMBL33256,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O
3746,CASTICIN,CHEMBL452767,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O
3747,CATALPOL,CHEMBL513223,C1=COC(C2C1C(C3C2(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O
3770,CAVIDINE,CHEMBL453544,CC1C2C3=CC(=C(C=C3CCN2CC4=C1C=CC5=C4OCO5)OC)OC
3774,CAY 10499,CHEMBL570812,CC1=C(C=CC(=C1)N2C(=O)OC(=N2)OC)NC(=O)OCC3=CC=CC=C3
3777,CD 437,CHEMBL1180,C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC6=C(C=C5)C=C(C=C6)C(=O)O)O
3778,CDRI 85-287,CHEMBL27283,C1CCN(CC1)CCOC2=CC=C(C=C2)C3C(=CC4=CC=CC=C4O3)C5=CC=CC=C5
3885,CELIPROLOL,CHEMBL27810,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C
3886,CELIPROLOL,CHEMBL1742424,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C.Cl
3893,CENTIPEDIC ACID,CHEMBL1989337,CC(=CCCC(=CCCC(=CCCC1=COC=C1)C)C(=O)O)C
3894,CEP 33779,CHEMBL2062804,CN1CCN(CC1)C2=CC=CC(=C2)NC3=NN4C=CC=C(C4=N3)C5=CC=C(C=C5)S(=O)(=O)C
3899,CEPHAELIN,CHEMBL255708,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)O)OC)OC)OC
3900,CEPHAELIN,CHEMBL1616444,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)O)OC)OC)OC
3909,CEPHARANTHINE,CHEMBL449782,CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3
3910,CEPHARANTHINE,CHEMBL1473842,CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3
3911,CEPHARANTHINE,CHEMBL500862,CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3
3949,CETYLPYRIDINIUM,CHEMBL305906,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1
3950,CGP 42112A,CHEMBL1885579,CCC(C)C(C(=O)O)NC(=O)C1CCCN1C(=O)C(CC2=CN=CN2)NC(=O)C(CCCCNC(=O)C(CCCN=C(N)N)NC(=O)OCC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C5=CN=CC=C5
3952,CGP 57380,CHEMBL1240885,C1=CC(=CC=C1NC2=C3C(=NC=NC3=NN2)N)F
3961,CHAETOGLOBOSINS,CHEMBL472850,CC1CC=CC2C3C(O3)(C(C4C2(C(=O)C=CC(=O)C(C(=C1)C)O)C(=O)NC4CC5=CNC6=CC=CC=C65)C)C
3963,CHAETOGLOBOSINS,CHEMBL2001861,CC1CC=CC2C3C(O3)(C(C4C2(C(=O)C=CC(=O)C(C(=C1)C)O)C(=O)NC4CC5=CNC6=CC=CC=C65)C)C
3966,CHAETOMUGILIN D,CHEMBL494745,CCC(C)C=CC1=CC2=C(C(=O)C3(C(C2=CO1)C4C(=O)OC(C(C4(O3)O)C)C)C)Cl
3968,CHALCONE,CHEMBL7976,C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2
3969,CHALCONE,CHEMBL187437,COC1=CC=C(C=C1)C(=O)C=CC2=CC(=C(C(=C2)OC)OC)OC
3983,CHARCOAL,CHEMBL17564,C
3986,CHEBULAGIC ACID,CHEMBL1970427,C1C2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C(C(C(=O)O3)CC(=O)O)C(C(=O)O6)O)O)O)OC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O1)O)O)O)O)O)O
3987,CHEBULAGIC ACID,CHEMBL525240,C1C2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C(C(C(=O)O3)CC(=O)O)C(C(=O)O6)O)O)O)OC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O1)O)O)O)O)O)O
3999,CHEBULIC ACID,CHEMBL4129076,C1=C2C(=C(C(=C1O)O)O)C(C(OC2=O)C(=O)O)C(CC(=O)O)C(=O)O
4002,CHELERYTHRINE,CHEMBL13045,C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5
4003,CHELERYTHRINE,CHEMBL258893,C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5.[Cl-]
4004,CHELERYTHRINE,CHEMBL1971693,C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5.[OH-]
4024,CHETOMIN,CHEMBL1965934,CN1C(=O)C2(N(C(=O)C1(SS2)CC3=CN(C4=CC=CC=C43)C56CC78C(=O)N(C(C(=O)N7C5NC9=CC=CC=C69)(SS8)CO)C)C)CO
4028,CHETOMIN,CHEMBL499593,CN1C(=O)C2(N(C(=O)C1(SS2)CC3=CN(C4=CC=CC=C43)C56CC78C(=O)N(C(C(=O)N7C5NC9=CC=CC=C69)(SS8)CO)C)C)CO
4030,CHETOMIN,CHEMBL3901938,CN1C(=O)C2(N(C(=O)C1(SS2)CC3=CN(C4=CC=CC=C43)C56CC78C(=O)N(C(C(=O)N7C5NC9=CC=CC=C69)(SS8)CO)C)C)CO
4054,CHLORDECONE,CHEMBL462576,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
4059,CHLORENDIC ACID,CHEMBL462314,C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O
4060,CHLORENDIC ACID,CHEMBL8162,C1C2C=CC1C(C2C(=O)O)C(=O)O
4061,CHLORENDIC ACID,CHEMBL1496721,C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O
4064,CHLORENDIC ACID,CHEMBL1906039,C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O
4073,CHLORMETHIAZOLE,CHEMBL315795,CC1=C(SC=N1)CCCl
4074,CHLOROBENZENE,CHEMBL16200,C1=CC=C(C=C1)Cl
4078,CHLOROCRESOL,CHEMBL1230222,CC1=C(C=CC(=C1)O)Cl
4082,CHLORODIPHENYL (54% CHLORINE),CHEMBL4281119,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl
4083,CHLOROFORM,CHEMBL44618,C(Cl)(Cl)Cl
4084,CHLOROGENIC ACID,CHEMBL3186431,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
4088,CHLOROGENIC ACID,CHEMBL284616,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
4090,CHLOROGENIC ACID,CHEMBL3092677,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
4091,CHLOROGENIC ACID,CHEMBL1419611,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
4092,CHLOROGENIC ACID,CHEMBL1332980,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
4096,CHLOROGENIC ACID,CHEMBL366760,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
4105,CHLOROPHYLLIN,CHEMBL4166417,CCC1=C(C2=CC3=C(C(=C(N3)C=C4C(C(C(=N4)C(=C5C(=C(C(=N5)C=C1N2)C)C(=O)O)CC(=O)O)CCC(=O)O)C)C)C=C)C
4115,CHLOROPICRIN,CHEMBL1327143,C([N+](=O)[O-])(Cl)(Cl)Cl
4123,CHLOROPRENE,CHEMBL555660,C=CC(=C)Cl
4147,CHLORPYRIFOS,CHEMBL463210,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl
4148,CHLORPYRIFOS,CHEMBL1370646,COP(=S)(OC)OC1=NC(=C(C=C1Cl)Cl)Cl
4149,"CHOLAN-2,3,24-TRYL-2,3,24-TRISULFATE",CHEMBL1649712,CC(CCCOS(=O)(=O)[O-])C1CCC2C1(CCC3C2CCC4C3(CC(C(C4)OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)C.[Na+].[Na+].[Na+]
4331,CHRYSENE,CHEMBL85685,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43
4334,CHRYSIN,CHEMBL117,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
4335,CHRYSIN,CHEMBL454320,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
4337,CHRYSOERIOL,CHEMBL214321,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
4349,CI 1044,CHEMBL342285,C1CN2C(=O)C(N=C(C3=CC(=CC1=C32)N)C4=CC=CC=C4)NC(=O)C5=CN=CC=C5
4350,CIBINETIDE,CHEMBL3545305,CC(C)CC(C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CO)C(=O)O)NC(=O)C(C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C1CCC(=O)N1
4351,CICAPROST,CHEMBL160629,CCC#CCC(C)C(C#CC1C(CC2C1CC(=CCOCC(=O)O)C2)O)O
4364,CIGLITAZONE,CHEMBL1398683,CC1(CCCCC1)COC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
4365,CIGLITAZONE,CHEMBL3685405,CC1(CCCCC1)COC2=CC=C(C=C2)CC3=C(NC(=O)S3)O
4384,CINNAMIC ACID,CHEMBL27246,C1=CC=C(C=C1)C=CC(=O)O
4389,CINNAMIC ALDEHYDE,CHEMBL3187944,C1=CC=C(C=C1)C=CC=O
4390,CINNAMIC ALDEHYDE,CHEMBL293492,C1=CC=C(C=C1)C=CC=O
4391,CINNAMIC ALDEHYDE,CHEMBL2289233,C1=CC=C(C=C1)C=CC=O
4392,CINNAMYL ALCOHOL,CHEMBL3183153,C1=CC=C(C=C1)C=CCO
4393,CINNAMYL ALCOHOL,CHEMBL1606391,C1=CC=C(C=C1)CCCO
4394,CINNAMYL ALCOHOL,CHEMBL118958,C1=CC=C(C=C1)C=CCO
4395,CINNAMYL ALCOHOL,CHEMBL324794,C1=CC=C(C=C1)C=CCO
4396,CIPROFIBRATE,CHEMBL557555,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl
4397,CIPROFIBRATE,CHEMBL1317234,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl
4408,CIRSIMARIN,CHEMBL517637,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)O)OC
4410,"CIS-9, TRANS-11-CONJUGATED LINOLEIC ACID",CHEMBL4303722,CCCCCCC=CC=CCCCCCCCC(=O)O
4440,CITRAL,CHEMBL2297541,CC(=CCCC(=CC=O)C)C
4441,CITRAL,CHEMBL1453648,CC(CCC=C(C)C)CCOC(=O)C
4442,CITRAL,CHEMBL1080997,CC(=CCCC(=CC=O)C)C
4470,CITRININ,CHEMBL261886,CC(C)[N+](=O)[O-]
4472,CITRININ,CHEMBL495067,CC1C(OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C
4476,CJ 13610,CHEMBL195309,CC1=NC=CN1C2=CC=C(C=C2)SC3=CC=CC(=C3)C4(CCOCC4)C(=O)N
4477,CL 075,CHEMBL512901,CCCC1=NC2=C(S1)C3=CC=CC=C3N=C2N
4479,CLADOSPORIN,CHEMBL448685,CC1CCCC(O1)CC2CC3=C(C(=CC(=C3)O)O)C(=O)O2
4480,CLADOSPORIN,CHEMBL3911068,CC1CCCC(O1)CC2CC3=C(C(=CC(=C3)O)O)C(=O)O2
4527,CLOBENPROPIT,CHEMBL14690,C1=CC(=CC=C1CN=C(N)SCCCC2=CN=CN2)Cl
4546,CLOFIBRIC ACID,CHEMBL683,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl
4570,CLORICROMEN,CHEMBL255066,CCN(CC)CCC1=C(C2=C(C(=C(C=C2)OCC(=O)OCC)Cl)OC1=O)C
4572,CLOTHIANIDIN,CHEMBL259727,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl
4596,CNB 001,CHEMBL258741,COC1=C(C=CC(=C1)C=CC2=CC(=NN2C3=CC=CC=C3)C=CC4=CC(=C(C=C4)O)OC)O
4616,COBALTIPROTOPORPHYRIN,CHEMBL267548,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C
4645,COENZYME Q10,CHEMBL3185462,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
4646,COENZYME Q10,CHEMBL454801,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
4648,COENZYME Q10,CHEMBL4166910,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)C
4656,COFORMYCIN,CHEMBL284483,C1C(C2=C(NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)O
4700,CONIFERALDEHYDE,CHEMBL242529,COC1=C(C=CC(=C1)C=CC=O)O
4701,CONIFERALDEHYDE,CHEMBL1956165,COC1=C(C=CC(=C1)C=CC=O)O
4704,COOMASSIE BRILLIANT BLUE,CHEMBL4279842,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=C(C=C5)NC6=CC=C(C=C6)OCC.[Na+]
4705,COOMASSIE BRILLIANT BLUE,CHEMBL4173394,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC(=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3C)C5=CC=C(C=C5)NC6=CC=C(C=C6)OCC)C.[Na+]
4708,COPANLISIB,CHEMBL3218576,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5
4709,COPANLISIB,CHEMBL3545068,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5.Cl.Cl
4732,CORALYNE,CHEMBL363506,CC1=C2C=C(C(=CC2=CC3=[N+]1C=CC4=CC(=C(C=C43)OC)OC)OC)OC.[Cl-]
4733,CORALYNE,CHEMBL1184668,CC1=C2C=C(C(=CC2=CC3=[N+]1C=CC4=CC(=C(C=C43)OC)OC)OC)OC
4736,CORILAGIN,CHEMBL449392,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O
4738,CORILAGIN,CHEMBL3247500,CCOC(=O)C1=CC(=CC=C1)N(CCOS(=O)(=O)C)CCOS(=O)(=O)C
4739,CORILAGIN,CHEMBL389895,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O
4744,CORILAGIN,CHEMBL1425538,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O
4784,COSTUNOLIDE,CHEMBL3193163,CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
4785,COSTUNOLIDE,CHEMBL86416,CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
4789,COSTUNOLIDE,CHEMBL190377,CC1=CCCC(=CC2C(CC1)C(=C)C(=O)O2)C
4795,COTININE,CHEMBL664,CN1C(CCC1=O)C2=CN=CC=C2
4796,COTININE,CHEMBL365343,CN1C(CCC1=O)C2=CN=CC=C2
4797,COTININE,CHEMBL578211,CN1C(CCC1=O)C2=CN=CC=C2
4810,COUMESTROL,CHEMBL30707,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O
4811,CP 105696,CHEMBL51770,C1CCC(C1)(C2=CC3=C(C=C2)C(C(CO3)CC4=CC=C(C=C4)C5=CC=CC=C5)O)C(=O)O
4813,CPI203,CHEMBL4303293,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)N)C4=CC=C(C=C4)Cl)C
4814,CPS 49,CHEMBL302582,C1=CC(=C(C=C1F)F)N2C(=O)C3=C(C2=O)C(=C(C(=C3F)F)F)F
4826,CROCETIN,CHEMBL464792,CC(=CC=CC=C(C)C=CC=C(C)C(=O)O)C=CC=C(C)C(=O)O
4829,CROCETIN,CHEMBL1993367,CC(=CC=CC=C(C)C=CC=C(C)C(=O)O)C=CC=C(C)C(=O)O
4857,CRYPTOTANSHINONE,CHEMBL1339015,CN1CCC2=CC(=C(C=C2C(=O)CC3=C(C1)C4=C(C=C3)OCO4)OC)OC
4858,CRYPTOTANSHINONE,CHEMBL187460,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C
4859,CRYPTOTANSHINONE,CHEMBL1518673,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C
4867,CUCURBITACIN B,CHEMBL508185,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O
4868,CUCURBITACIN B,CHEMBL1708265,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O
4869,CUCURBITACIN B,CHEMBL1728549,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O
4871,CUCURBITACIN B,CHEMBL262344,CC(=CCCC(C)(C=C)C=CC1=CC=C(C=C1)O)C
4874,CUCURBITACIN B,CHEMBL507237,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O
4885,CUMENE HYDROPEROXIDE,CHEMBL1518369,CC(C)(C1=CC=CC=C1)OO
4896,CURCUMIN,CHEMBL3187799,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O
4898,CURCUMIN,CHEMBL140,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O
4907,CX 659S,CHEMBL3764203,CC1=C(C2=C(CCC(O2)(C)C(=O)NC3=C(N(C(=O)N(C3=O)C)C4=CC=CC=C4)N)C(=C1O)C)C
4908,CYANIDIN,CHEMBL511367,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O.[Cl-]
4909,CYANIDIN,CHEMBL404515,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O
4914,CYANIDIN 3-O-GLUCOPYRANOSIDE,CHEMBL257839,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O
4916,CYANIDIN 3-O-GLUCOSIDE,CHEMBL257839,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O
4921,CYANOGINOSIN LR,CHEMBL444092,CC1C(NC(=O)C(NC(=O)C(C(NC(=O)C(NC(=O)C(NC(=O)C(=C)N(C(=O)CCC(NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C
4925,CYANURIC CHLORIDE,CHEMBL1530777,C1(=NC(=NC(=N1)Cl)Cl)Cl
4926,CYAZOFAMID,CHEMBL1863429,CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl
4927,CYCLAMATES,CHEMBL1206440,C1CCC(CC1)NS(=O)(=O)O
4929,CYCLAMEN ALDEHYDE,CHEMBL3183483,CC(C)C1=CC=C(C=C1)CC(C)C=O
4950,CYCLO(TRP-ASP-PRO-VAL-LEU),CHEMBL314691,CC(C)CC1C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)C(C)C)CC(=O)O)CC3=CNC4=CC=CC=C43
4951,CYCLOHEXIMIDE,CHEMBL225699,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C
4952,CYCLOHEXIMIDE,CHEMBL123292,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C
4953,CYCLOHEXIMIDE,CHEMBL1078564,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C
4956,CYCLOHEXIMIDE,CHEMBL1358722,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C
4980,CYCLOPENTANOL,CHEMBL288998,C1CCC(C1)O
5011,CYFLUTHRIN,CHEMBL2104608,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C
5012,CYFLUTHRIN,CHEMBL1871136,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C
5015,CYHALOTHRIN,CHEMBL2105498,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C
5018,CYHALOTHRIN,CHEMBL1905223,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C
5020,CYHALOTHRIN,CHEMBL3183713,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C
5021,CYHALOTHRIN,CHEMBL2251732,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C
5032,CYLINDROSPERMOPSIN,CHEMBL1722002,CC1C(CC2CC(N=C3N2C1CN3)C(C4=CC(=O)NC(=O)N4)O)OS(=O)(=O)O
5042,CYSTATHIONINE,CHEMBL209241,C(CSCC(C(=O)O)N)C(C(=O)O)N
5112,CYTOCHALASIN B,CHEMBL411729,CC1CCCC(C=CC(=O)OC23C(C=CC1)C(C(=C)C(C2C(NC3=O)CC4=CC=CC=C4)C)O)O
5114,CYTOCHALASIN B,CHEMBL56897,CC1CCCC(C=CC(=O)OC23C(C=CC1)C(C(=C)C(C2C(NC3=O)CC4=CC=CC=C4)C)O)O
5116,CYTOCHALASIN B,CHEMBL4168447,CC1CCCC(C=CC(=O)OC23C(C=CC1)C(C(=C)C(C2C(NC3=O)CC4=CC=CC=C4)C)O)O
5122,CYTOCHALASIN B,CHEMBL1554187,CC1CCCC(C=CC(=O)OC23C(C=CC1)C(C(=C)C(C2C(NC3=O)CC4=CC=CC=C4)C)O)O
5123,CYTOCHALASIN B,CHEMBL2018715,CC1CCCC(C=CC(=O)OC23C(C=CC1)C(C(=C(C2C(NC3=O)CC4=CC=CC=C4)C)C)O)O
5130,CYTOCHALASIN D,CHEMBL260287,CC1CC=CC2C(C(=C)C(C3C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)O
5131,CYTOCHALASIN D,CHEMBL158762,CC1CC=CC2C(C(=C)C(C3C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)O
5132,CYTOCHALASIN D,CHEMBL1975837,CC1CC=CC2C(C(=C)C(C3C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)O
5137,CYTOCHALASIN D,CHEMBL1446029,CC1CC=CC2C(C(=C)C(C3C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)O
5142,CYTOCHALASIN D,CHEMBL2361294,CC1CC=CC2C(C(=C)C(C3C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)O
